Date	name	value
2009-08-20	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-08-21	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-08-22	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-08-23	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-08-24	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-08-25	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-08-26	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-08-27	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-08-28	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-08-29	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-08-30	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-08-31	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-09-01	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-09-02	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-09-03	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-09-04	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-09-05	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-09-06	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-09-07	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-09-08	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-09-09	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-09-10	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-09-11	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-09-12	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-09-13	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	316.5
2009-09-14	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-15	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-16	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-17	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-18	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-19	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-20	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-21	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-22	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-23	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-24	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-25	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-26	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-27	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-28	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-29	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-09-30	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-10-01	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-10-02	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-10-03	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-10-04	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-10-05	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-10-06	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-10-07	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-10-08	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-10-09	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-10-10	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-10-11	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	332.5
2009-10-12	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-13	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-14	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-15	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-16	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-17	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-18	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-19	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-20	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-21	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-22	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-23	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-24	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-25	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-26	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-27	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-28	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-29	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-30	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-10-31	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-01	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-02	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-03	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-04	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-05	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-06	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-07	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-08	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-09	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-10	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-11	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-12	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-13	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-14	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-15	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	312.5
2009-11-16	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	280
2009-11-17	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	280
2009-11-18	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	280
2009-11-19	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	280
2009-11-20	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	280
2009-11-21	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	280
2009-11-22	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	280
2009-11-23	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	297.5
2009-11-24	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	297.5
2009-11-25	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	297.5
2009-11-26	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	297.5
2009-11-27	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	297.5
2009-11-28	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	297.5
2009-11-29	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	297.5
2009-11-30	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	297.5
2009-12-01	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	297.5
2009-12-02	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	297.5
2009-12-03	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	297.5
2009-12-04	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	297.5
2009-12-05	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	297.5
2009-12-06	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	297.5
2009-12-07	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-08	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-09	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-10	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-11	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-12	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-13	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-14	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-15	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-16	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-17	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-18	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-19	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-20	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-21	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-22	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-23	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-24	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-25	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-26	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-27	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-28	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-29	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-30	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2009-12-31	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2010-01-01	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2010-01-02	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2010-01-03	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2010-01-04	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2010-01-05	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2010-01-06	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2010-01-07	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2010-01-08	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2010-01-09	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2010-01-10	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	345
2010-01-11	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-12	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-13	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-14	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-15	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-16	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-17	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-18	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-19	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-20	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-21	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-22	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-23	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-24	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-25	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-26	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-27	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-28	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-29	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-30	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-01-31	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-02-01	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-02-02	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-02-03	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-02-04	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-02-05	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-02-06	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-02-07	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	390
2010-02-08	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-09	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-10	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-11	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-12	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-13	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-14	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-15	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-16	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-17	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-18	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-19	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-20	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-21	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-22	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-23	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-24	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-25	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-26	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-27	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-02-28	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-03-01	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-03-02	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-03-03	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-03-04	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-03-05	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-03-06	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-03-07	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	392.5
2010-03-08	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-09	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-10	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-11	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-12	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-13	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-14	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-15	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-16	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-17	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-18	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-19	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-20	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-21	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-22	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-23	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-24	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-25	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-26	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-27	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-28	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-29	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-30	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-03-31	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-01	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-02	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-03	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-04	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-05	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-06	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-07	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-08	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-09	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-10	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-11	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-12	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	495
2010-04-13	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	495
2010-04-14	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	495
2010-04-15	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	495
2010-04-16	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	495
2010-04-17	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	495
2010-04-18	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	495
2010-04-19	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-20	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-21	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-22	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-23	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-24	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-25	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-26	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-27	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-28	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-29	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-04-30	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-05-01	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-05-02	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-05-03	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-05-04	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-05-05	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-05-06	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-05-07	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-05-08	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-05-09	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	475
2010-05-10	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-11	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-12	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-13	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-14	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-15	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-16	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-17	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-18	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-19	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-20	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-21	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-22	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-23	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-24	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-25	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-26	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-27	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-28	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-29	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-30	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-05-31	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-06-01	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-06-02	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-06-03	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-06-04	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-06-05	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-06-06	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	465
2010-06-07	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-08	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-09	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-10	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-11	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-12	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-13	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-14	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-15	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-16	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-17	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-18	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-19	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-20	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-21	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-22	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-23	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-24	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-25	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-26	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-27	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-28	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-29	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-06-30	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-07-01	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-07-02	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
2010-07-03	미국 철스크랩 내수가 (#1 Bushelling) (U$/Long Ton)	452.5
