ds,stock,weightA,importPriceUSA,priceCN,분기고시가,priceJP,importPriceJP
2021-08-27,702.5310537406712,553.2849341620362,514.4420491137238,576.4212097258996,927.8099026371705,457.52032709769946,455.1390426944158
2021-09-03,733.882984380326,554.3014676857722,507.2658168088836,579.2844696783021,925.5708646490533,457.90910992659144,461.30147003634926
2021-09-10,769.8173422545628,551.4438004879266,498.8201758528876,585.3146982522933,922.333377402998,456.6348325250106,463.25186436604633
2021-09-17,796.5902058368874,546.6847822185923,496.98005597162404,587.933457413563,921.7885301817722,456.0801932938785,463.901556253222
2021-09-24,815.5036693680685,542.4626072219847,503.6616914026366,584.7554873409109,924.8951570061977,458.71915635798223,469.9515444395856
2021-10-01,832.108545220735,539.932111935677,512.2290236929756,579.7353612580033,929.692238052874,464.3880868886037,482.91623274403656
2021-10-08,846.3419488859246,537.8964653294231,514.5088669808333,578.1581427271161,933.6213427525819,471.05618389282904,497.4149272635724
2021-10-15,854.8827631774151,533.9227983191797,510.08840783250764,580.8036700307592,935.8516929652449,478.29923785543747,508.8485847311521
2021-10-17,875.5850738364878,532.2203964183251,508.6316354735262,581.8451804435601,936.2925609969417,480.82386340617364,511.77440671580683
2021-10-24,878.9783215997526,524.7971157702283,507.4337100585422,584.3394608113704,937.778745910585,493.3461493063029,524.3950205558749
2021-10-31,883.6737218506559,517.7494663139252,514.7253207187711,584.0312294425933,939.5108608822765,513.9690765606687,546.0717227962562
2021-11-07,887.8929212643175,514.9954401825465,525.0420041109986,583.5355628704496,940.9323749750791,542.7912861940257,578.6223847606379
2021-11-14,883.0476535073303,518.2421701950046,529.4364685813379,587.152857564751,941.435168481689,577.337138610173,618.6752836229703
2021-11-21,864.33637160657,525.9255250032735,527.4212523017693,596.2781696008118,941.5725128215219,615.6614782086765,664.0181832873835
2021-11-28,839.1467373185832,535.1522117608575,529.7373970234584,608.2182944564771,942.6053279991417,657.1103748183677,715.5420420176185
2021-12-05,820.8115743754981,544.4967269369065,547.4328094919226,618.9392996420248,944.9642102348691,699.4276599709325,770.8377350942886
2021-12-12,813.3284275970717,554.9869526514997,579.011275709908,626.1908059351844,947.7240138446318,736.6583122791614,818.9089978983625
2021-12-19,805.5688593227791,568.7753182162992,610.5297685849064,630.1903428919517,949.8710803988255,762.287929872684,846.2235825032717
2021-12-26,783.8226002542883,587.0175794630986,629.0411214505344,632.4926301319745,951.7045574772135,775.2632935405397,849.4180445924062
2022-01-02,749.726111279822,608.4106352888178,634.3991741009787,635.0615706264244,954.4214770983126,781.4487384621386,838.841358148663
2022-01-09,722.9983229974719,628.770182114448,636.454834525714,639.9342571835766,958.3136710340408,787.2662949151684,826.5813981520508
2022-01-16,724.7224891147775,641.8877663801192,641.8496744475234,648.4582970165375,961.9937620522413,791.8807755082221,812.7154547055059
2022-01-23,758.2794782671509,642.28975816254,646.5478757071068,660.098780367203,963.914004099982,787.5009045564822,787.9561781946497
2022-01-30,806.8807271921648,629.3940535867414,642.7734690711544,672.3252544106465,964.4142794835326,768.8937543393495,751.1769302227905
2022-02-06,848.0437288177538,610.0380490852411,631.3057589735513,682.287078710409,965.5471793107891,742.0363559245001,719.6993592953207
2022-02-13,868.7934379645828,595.8131941491916,623.5376431996161,688.671887057531,968.5527970993916,721.451128639456,716.1746374733892
2022-02-20,868.6477172548006,595.5494695965349,630.0977247572253,691.7625248156123,972.0306344339388,717.7847579325659,744.0605115701868
2022-02-27,853.3531722459146,608.7227165806991,649.094916811902,692.1635099883904,973.4559123627714,728.3337153293174,780.2320426669062
2022-03-06,830.2717928513313,626.1936772567182,667.6605157726749,690.5454300032576,972.7695830389927,740.4711195859185,795.8117453590734
2022-03-13,808.8622917341322,638.3043423117806,674.9757277766294,689.027906859871,973.8854968576503,744.0603059358494,783.6560237973072
2022-03-20,799.9480434498976,642.8369941239467,672.0488245354187,691.6383592300848,981.8100242601158,739.636651669482,762.2554393982919
2022-03-27,809.5455438849788,645.0860273580736,668.117574842398,701.5803537907141,997.883368935347,734.7196394303554,752.7498847511605
2022-04-03,833.0641044533877,650.425530084653,669.3696507692085,717.448199890844,1017.9958833520584,734.099724071423,756.6983271513765
2022-04-10,858.208517550474,657.8017312266874,673.6000369589328,733.3781251755994,1035.7193583685876,735.6570447442404,759.9469277833714
2022-04-17,874.9964781929634,661.4691466583182,675.9016701837611,744.5110397305158,1047.2825838344647,735.4114448067975,755.377559225385
2022-04-24,881.9233226938375,658.9217332366075,676.9169202375608,752.3235018341064,1053.683239569512,734.3337388813171,754.5273454690977
2022-05-01,881.795620188182,655.7592532631766,682.9825318246669,763.0625251494436,1058.508395396498,738.2306812149675,772.9550498740839
2022-05-08,874.0414546658702,661.4494395788515,698.2487116148762,779.857285533028,1064.3366861299223,751.2021370662022,807.957704039943
2022-05-15,854.8021814529129,680.1171756682264,718.6333198285299,797.2401369625215,1071.3139463547716,770.8711518453358,837.562519956106
2022-05-22,825.1915686777452,706.1663380679169,734.7952574113817,805.3756374798251,1078.4647498837758,790.7730975174467,843.5787340555271
2022-05-29,795.8996659944046,729.3536174838325,740.5162550819031,800.4860141439416,1085.4212831783407,806.3790475158712,831.368597187923
2022-06-05,779.7268370078352,743.8119874274489,737.3389306203754,789.9272715541438,1092.5644291545354,817.5532523696625,822.4414801650561
2022-06-12,779.4284496619445,751.7409040089597,731.5960884112662,785.3638423103108,1100.0019604118202,825.6179050268983,828.842013096378
2022-06-19,785.9122552470401,758.8176378440414,728.3711921292704,790.828745261755,1107.1072353992354,829.9521236762153,840.0321398476431
2022-06-26,789.9702565100106,767.2613427566414,728.5819380464537,798.8477802672294,1113.2549300437433,828.6622238394795,837.1194248209622
2022-07-03,793.2315255814816,774.1169905032035,730.2435954160484,799.1675976928834,1118.7554225231377,821.7352109497212,816.0234558389252
2022-07-10,803.6875881682951,775.7447411679038,730.8256826758711,790.3612093847986,1124.90638922821,811.8463260968281,791.4993914304895
2022-07-17,820.2233248602226,772.7737520999092,728.7182355240453,781.2090309337857,1133.2637019890751,801.6672502593497,778.6536652139772
2022-07-24,826.0764898944808,770.1270122413067,724.3407871716582,780.4590917654205,1144.8745496098038,791.5702720190205,775.9364769739104
2022-07-31,802.568211689042,772.6742286051922,720.7582176381777,786.8902924627987,1159.7083295559946,780.9316486183227,770.0008113032022
2022-08-07,750.2946099622537,781.3432289478295,721.8170774315324,791.0497030101401,1176.1031379686606,770.9077522969941,754.4752927109953
2022-08-14,693.9652467862522,792.9990134740442,727.7435811830973,786.3615335336259,1190.6297134303752,764.2366138110945,738.1256898060853
2022-08-21,663.554928467403,803.0753165644205,732.7663204100453,776.5902069455497,1199.3233029476276,761.8033987013064,732.9888509883765
2022-08-28,670.1811158914192,808.0722323080871,729.4099596522157,771.243663133756,1200.2443581810792,760.7111991407511,739.00929578999
2022-09-04,700.5448858989704,806.6475702086367,716.8127130714179,774.640947962969,1195.4214363713666,757.1960656850591,745.0933873034113
2022-09-11,733.0955939748548,799.8512251456789,703.7419088504743,781.345828994023,1189.9246449472757,751.280567317605,744.2609541502342
2022-09-18,756.7238461915027,790.7498732342309,700.9260674424031,782.7509727906294,1188.2638990760922,747.1873137456793,742.5225037216541
2022-09-25,773.6723651362257,782.8096122909774,709.6275178634875,776.6709302643602,1191.1962739299606,748.6056103130906,750.2988156449326
